model_type,version,fold,parameters,rmse,r2,training_time
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True, 'tol': 0.001}",4.43349655168286,0.839057264370481,0.0254089832305908
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False, 'tol': 0.001}",4.43349655168286,0.839057264370481,0.0146665573120117
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True, 'tol': 0.001}",5.54683012544049,0.748076686337331,0.0167305469512939
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False, 'tol': 0.001}",5.54683012544049,0.748076686337331,0.017169713973999
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True, 'tol': 0.001}",21.4631986409009,-2.77196382417312,0.0212175846099854
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False, 'tol': 0.001}",21.4631986409009,-2.77196382417312,0.0205979347229004
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True, 'tol': 0.001}",4.43349655168286,0.839057264370481,0.0144591331481934
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False, 'tol': 0.001}",4.43349655168286,0.839057264370481,0.0144884586334229
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True, 'tol': 0.001}",5.39974719895013,0.761259837762444,0.0167927742004395
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False, 'tol': 0.001}",5.39974719895013,0.761259837762444,0.0176703929901123
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True, 'tol': 0.001}",20.4718517531846,-2.43157017737111,0.0208346843719482
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False, 'tol': 0.001}",20.4718517531846,-2.43157017737111,0.0212113857269287
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': True, 'tol': 0.001}",4.43349655168286,0.839057264370481,0.0146713256835938
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': False, 'tol': 0.001}",4.43349655168286,0.839057264370481,0.0166308879852295
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': True, 'tol': 0.001}",5.24101196319313,0.775089914314071,0.0200750827789307
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': False, 'tol': 0.001}",5.24101196319313,0.775089914314071,0.0173206329345703
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 0.1, 'kernel': 'sigmoid', 'shrinking': True, 'tol': 0.001}",15.2833952713774,-0.912574317275478,0.020655632019043
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.001, 'gamma': 0.1, 'kernel': 'sigmoid', 'shrinking': False, 'tol': 0.001}",15.2833952713774,-0.912574317275478,0.0211842060089111
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True, 'tol': 0.001}",4.43843995026894,0.838698158352812,0.0164148807525635
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False, 'tol': 0.001}",4.43843995026894,0.838698158352812,0.0156631469726563
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True, 'tol': 0.001}",5.54618219114707,0.748135538047939,0.017453670501709
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False, 'tol': 0.001}",5.54618219114707,0.748135538047939,0.0180044174194336
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True, 'tol': 0.001}",21.4581866355436,-2.77020240026922,0.0231659412384033
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False, 'tol': 0.001}",21.4581866355436,-2.77020240026922,0.0221066474914551
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True, 'tol': 0.001}",4.43843995026894,0.838698158352812,0.0240719318389893
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False, 'tol': 0.001}",4.43843995026894,0.838698158352812,0.0187280178070068
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True, 'tol': 0.001}",5.40004872719049,0.761233173954571,0.0181188583374023
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False, 'tol': 0.001}",5.40004872719049,0.761233173954571,0.0180859565734863
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True, 'tol': 0.001}",20.4673038896758,-2.4300456861342,0.0221192836761475
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False, 'tol': 0.001}",20.4673038896758,-2.4300456861342,0.0236663818359375
SVR,Baseline,0,"{'C': 1, 'coef0': 0.0, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': True, 'tol': 0.001}",4.43843995026894,0.838698158352812,0.016568660736084
